iter	Passed	Remaining
1659	69256	14185
1660	69295	14142
1661	69336	14100
1662	69376	14058
1663	69417	14016
1664	69460	13975
1665	69499	13933
1666	69542	13891
1667	69592	13851
1668	69641	13811
1669	69684	13769
1670	69725	13728
1671	69766	13686
1672	69810	13644
1673	69852	13603
1674	69895	13561
1675	69937	13520
1676	69979	13478
1677	70022	13437
1678	70069	13396
1679	70110	13354
1680	70155	13313
1681	70196	13271
1682	70238	13229
1683	70280	13188
1684	70322	13146
1685	70362	13104
1686	70408	13063
1687	70448	13021
1688	70493	12980
1689	70535	12938
1690	70581	12897
1691	70627	12856
1692	70672	12815
1693	70742	12778
1694	70786	12737
1695	70843	12698
1696	70888	12657
1697	70945	12618
1698	70990	12576
1699	71031	12535
1700	71077	12493
1701	71118	12452
1702	71160	12410
1703	71203	12368
1704	71244	12326
1705	71290	12285
1706	71334	12244
1707	71375	12202
1708	71415	12160
1709	71456	12118
1710	71501	12077
1711	71541	12034
1712	71581	11992
1713	71631	11952
1714	71676	11911
1715	71721	11870
1716	71767	11828
1717	71808	11787
1718	71862	11747
1719	71905	11705
1720	71955	11665
1721	72000	11623
1722	72049	11583
1723	72092	11541
1724	72132	11499
1725	72172	11457
1726	72212	11415
1727	72252	11373
1728	72291	11330
1729	72357	11292
1730	72396	11250
1731	72434	11208
1732	72474	11166
1733	72515	11124
1734	72555	11081
1735	72595	11039
1736	72636	10997
1737	72677	10955
1738	72720	10914
1739	72765	10873
1740	72806	10830
1741	72845	10788
1742	72885	10746
1743	72930	10705
1744	72969	10663
1745	73015	10621
1746	73054	10579
1747	73095	10537
1748	73133	10495
1749	73174	10453
1750	73221	10412
1751	73261	10370
1752	73300	10328
1753	73339	10285
1754	73379	10243
1755	73421	10202
1756	73461	10159
1757	73501	10117
1758	73541	10075
1759	73581	10033
1760	73622	9991
1761	73663	9949
1762	73703	9907
1763	73745	9866
1764	73796	9825
1765	73839	9783
1766	73882	9742
1767	73922	9700
1768	73963	9658
1769	74005	9616
1770	74048	9574
1771	74090	9533
1772	74142	9492
1773	74183	9450
1774	74225	9408
1775	74265	9366
1776	74309	9325
1777	74355	9283
1778	74395	9241
1779	74437	9200
1780	74476	9158
1781	74516	9115
1782	74556	9073
1783	74596	9031
1784	74638	8990
1785	74678	8948
1786	74726	8906
1787	74767	8865
1788	74812	8823
1789	74874	8784
1790	74915	8742
1791	74956	8700
1792	74997	8658
1793	75038	8616
1794	75084	8575
1795	75133	8534
1796	75180	8492
1797	75221	8450
1798	75262	8409
1799	75303	8367
1800	75344	8325
1801	75383	8282
1802	75423	8240
1803	75462	8198
1804	75504	8156
1805	75573	8118
1806	75623	8077
1807	75669	8035
1808	75719	7994
1809	75763	7953
1810	75822	7912
1811	75866	7871
1812	75915	7830
1813	75961	7788
1814	76005	7747
1815	76054	7705
1816	76100	7664
1817	76145	7622
1818	76189	7581
1819	76238	7540
1820	76287	7498
1821	76334	7457
1822	76376	7415
1823	76428	7374
1824	76469	7332
1825	76510	7290
1826	76552	7248
1827	76593	7206
1828	76643	7165
1829	76691	7124
1830	76732	7082
1831	76771	7040
1832	76813	6998
1833	76863	6957
1834	76906	6915
1835	76957	6874
1836	77005	6832
1837	77057	6791
1838	77102	6750
1839	77144	6708
1840	77186	6666
1841	77228	6624
1842	77271	6582
1843	77312	6540
1844	77355	6498
1845	77397	6456
1846	77437	6414
1847	77477	6372
1848	77526	6331
1849	77572	6289
1850	77611	6247
1851	77655	6205
1852	77699	6163
1853	77746	6122
1854	77786	6080
1855	77826	6038
1856	77867	5996
1857	77911	5954
1858	77951	5912
1859	78004	5871
1860	78046	5829
1861	78097	5788
1862	78147	5746
1863	78191	5704
1864	78242	5663
1865	78284	5621
1866	78329	5580
1867	78370	5537
1868	78409	5495
1869	78452	5453
1870	78502	5412
1871	78540	5370
1872	78579	5328
1873	78620	5286
1874	78659	5243
1875	78698	5201
1876	78749	5160
1877	78788	5118
1878	78828	5076
1879	78869	5034
1880	78908	4992
1881	78947	4949
1882	78985	4907
1883	79023	4865
1884	79062	4823
1885	79102	4781
1886	79141	4739
1887	79178	4697
1888	79217	4654
1889	79257	4612
1890	79295	4570
1891	79335	4528
1892	79373	4486
1893	79412	4444
1894	79450	4402
1895	79489	4360
1896	79528	4318
1897	79568	4276
1898	79608	4234
1899	79656	4192
1900	79695	4150
1901	79735	4108
1902	79775	4066
1903	79815	4024
1904	79858	3982
1905	79900	3940
1906	79946	3898
1907	79988	3856
1908	80035	3815
1909	80077	3773
1910	80116	3731
1911	80162	3689
1912	80202	3647
1913	80240	3605
1914	80279	3563
1915	80318	3521
1916	80358	3479
1917	80396	3437
1918	80437	3395
1919	80482	3353
1920	80521	3311
1921	80558	3269
1922	80597	3227
1923	80638	3185
1924	80686	3143
1925	80724	3101
1926	80762	3059
1927	80801	3017
1928	80839	2975
1929	80888	2933
1930	80935	2892
1931	80974	2850
1932	81013	2808
1933	81074	2766
1934	81113	2724
1935	81152	2682
1936	81191	2640
1937	81231	2598
1938	81271	2556
1939	81311	2514
1940	81349	2472
1941	81386	2430
1942	81424	2388
1943	81463	2346
1944	81500	2304
1945	81539	2262
1946	81578	2220
1947	81616	2178
1948	81654	2136
1949	81693	2094
1950	81732	2052
1951	81770	2010
1952	81810	1968
1953	81850	1926
1954	81888	1884
1955	81927	1842
1956	81966	1800
1957	82007	1759
1958	82046	1717
1959	82083	1675
1960	82121	1633
1961	82159	1591
1962	82195	1549
1963	82236	1507
1964	82283	1465
1965	82321	1423
1966	82358	1381
1967	82396	1339
1968	82435	1297
1969	82473	1255
1970	82511	1214
1971	82551	1172
1972	82589	1130
1973	82627	1088
1974	82665	1046
1975	82704	1004
1976	82739	962
1977	82776	920
1978	82814	878
1979	82853	836
1980	82892	795
1981	82930	753
1982	82969	711
1983	83007	669
1984	83044	627
1985	83081	585
1986	83121	543
1987	83158	501
1988	83196	460
1989	83234	418
1990	83272	376
1991	83313	334
1992	83353	292
1993	83393	250
1994	83432	209
1995	83470	167
1996	83508	125
1997	83559	83
1998	83599	41
1999	83645	0
