iter	Logloss
131	0.1781885061
132	0.1780636805
133	0.1779152025
134	0.1777710612
135	0.1776609525
136	0.1775323989
137	0.1774059293
138	0.1772911303
139	0.1772018676
140	0.1770450788
141	0.1769401553
142	0.1768535701
143	0.1767358854
144	0.1766014736
145	0.176514819
146	0.1764306138
147	0.176344146
148	0.1762457039
149	0.1761495493
150	0.176026469
151	0.1759177766
152	0.1758175553
153	0.1757133714
154	0.1756254986
155	0.175549397
156	0.1754587307
157	0.1753752768
158	0.1753312575
159	0.1752352053
160	0.1751585512
161	0.1750606409
162	0.1749577693
163	0.1748654181
164	0.1747838602
165	0.1747141208
166	0.1746372776
167	0.1745230581
168	0.1744038501
169	0.174291128
170	0.1741941868
171	0.1741044593
172	0.1740380864
173	0.1739569362
174	0.1738935438
175	0.1738236061
176	0.1737654894
177	0.1737075012
178	0.1736002674
179	0.1735040245
180	0.1734302657
181	0.1733670907
182	0.1732989537
183	0.1732281021
184	0.1731517871
185	0.1731003315
186	0.1730339882
187	0.1729680073
188	0.172894486
189	0.1728016578
190	0.172738621
191	0.1726793341
192	0.1726145068
193	0.1725008645
194	0.1724513774
195	0.172383158
196	0.1723358589
197	0.1722574935
198	0.172152076
199	0.172084429
200	0.1720044382
201	0.171906317
202	0.1718411319
203	0.1717802025
204	0.1717364283
205	0.1716833794
206	0.1716114639
207	0.1715370489
208	0.1714935275
209	0.1714133256
210	0.1713336222
211	0.1712668436
212	0.1712004391
213	0.1711715172
214	0.1710785815
215	0.1710317044
216	0.1709731829
217	0.1708895746
218	0.17082802
219	0.1707577179
220	0.1707218846
221	0.1706640991
222	0.1705573024
223	0.170497993
224	0.1704528688
225	0.1703761899
226	0.1703183603
227	0.1702515151
228	0.1701907614
229	0.1701274511
230	0.1700695954
231	0.1700133399
232	0.1699381104
233	0.1698732501
234	0.1697988582
235	0.1697313022
236	0.1696649987
237	0.1695901195
238	0.1695181195
239	0.1694492053
240	0.1694144003
241	0.1693711391
242	0.1693174084
243	0.1692808391
244	0.1692409079
245	0.1691833372
246	0.169130387
247	0.1690782169
248	0.1690399666
249	0.1689921431
250	0.1689363069
251	0.1689077419
252	0.1688504957
253	0.1687739416
254	0.1687314417
255	0.1686540983
256	0.1686262308
257	0.1685665814
258	0.1685318758
259	0.1684845879
260	0.1683948259
261	0.1683585814
262	0.1683164428
263	0.1682687426
264	0.1682372444
265	0.1681745519
266	0.1681422592
267	0.1680997963
268	0.1680614458
269	0.1679865305
270	0.167939135
271	0.1678913399
272	0.1678344885
273	0.1677879266
274	0.1677409383
275	0.1676900022
276	0.1676159468
277	0.1675756075
278	0.1675302549
279	0.1674914576
280	0.1674301109
281	0.1673800566
282	0.1673218665
283	0.1672991504
284	0.16726859
285	0.1672387057
286	0.1671827599
287	0.1671477192
288	0.1670879137
289	0.1670188532
290	0.166994437
291	0.1669641059
292	0.1669568606
293	0.1669230388
294	0.1668926586
295	0.1668392975
296	0.1667882839
297	0.1667387761
298	0.166682661
299	0.1666292514
300	0.1666106483
301	0.1665985475
302	0.1665551092
303	0.1665140348
304	0.1664487056
305	0.1664088988
306	0.1663509839
307	0.1662978612
308	0.1662861944
309	0.1662296266
310	0.1661701943
311	0.1661095426
312	0.1660684293
313	0.1660329055
314	0.1659897768
315	0.1659440617
316	0.1659224358
317	0.1658805101
318	0.1658433647
319	0.1657856985
320	0.1657102808
321	0.1656607326
322	0.1656044296
323	0.1655418518
324	0.1655171635
325	0.1654615825
326	0.165440588
327	0.165390803
328	0.165368945
329	0.1653449817
330	0.1652843497
331	0.1652120573
332	0.1651741706
333	0.1651504934
334	0.165118485
335	0.1650700148
336	0.1650414997
337	0.1649889255
338	0.1649313526
339	0.1648906007
340	0.1648424659
341	0.1648002638
342	0.1647517312
343	0.1647188745
344	0.1647032965
345	0.1646674816
346	0.1646274945
347	0.1646059434
348	0.1645302855
349	0.1644810488
350	0.1644192758
351	0.1644020382
352	0.1643504428
353	0.1643140437
354	0.1642751216
355	0.1642310463
356	0.1641984305
357	0.1641501176
358	0.1641009189
359	0.1640492419
360	0.164028688
361	0.1639628142
362	0.1639522671
363	0.1638968837
364	0.1638603487
365	0.16381259
366	0.1637897596
367	0.163772091
368	0.1637202772
369	0.1636769818
370	0.1636414084
371	0.1636122354
372	0.1635651742
373	0.1635312949
374	0.1634780387
375	0.1634596673
376	0.163404929
377	0.1633787157
378	0.1633124256
379	0.1632877197
380	0.163256003
381	0.1632304029
382	0.1631997273
383	0.1631762986
384	0.1631497594
385	0.1630987291
386	0.1630552362
387	0.1630068537
388	0.1629527939
389	0.162901226
390	0.1628958856
391	0.162844913
392	0.1627861665
393	0.1627537254
394	0.1627268285
395	0.1626806172
396	0.1626604554
397	0.1626219549
398	0.16260697
399	0.162569896
400	0.1625385461
401	0.1624921753
402	0.1624515962
403	0.1624235786
404	0.1624192668
405	0.1623583209
406	0.1623287675
407	0.162296861
408	0.1622394566
409	0.1621879514
410	0.1621342351
411	0.1621100588
412	0.1620595632
413	0.1620080027
414	0.1619585714
415	0.1619229304
416	0.161911119
417	0.1618787722
418	0.1618380695
419	0.161800188
420	0.1617547263
421	0.1617300904
422	0.161687845
423	0.1616497873
424	0.1615904822
425	0.1615410236
426	0.1614886931
427	0.161451098
428	0.1614239518
429	0.1613816731
430	0.1613250597
431	0.161310676
432	0.1612809334
433	0.1612234793
434	0.161205526
435	0.1611468966
436	0.1611030281
437	0.161097036
438	0.1610553313
439	0.1609997618
440	0.160985137
441	0.160943906
442	0.1608912496
443	0.1608374817
444	0.1607773438
445	0.1607496066
446	0.1607449744
447	0.1606949081
448	0.1606464486
449	0.1606055779
450	0.1605634508
451	0.1605244852
452	0.1604955688
453	0.1604482798
454	0.1604428313
455	0.1603879323
456	0.1603726253
457	0.160336528
458	0.1603191766
459	0.1603134126
460	0.1602769394
461	0.1602412069
462	0.1602146882
463	0.1601897216
464	0.1601442325
465	0.1601309376
466	0.1601020244
467	0.1600866402
468	0.1600822424
469	0.160076093
470	0.1600395423
471	0.1600224109
472	0.1599953386
473	0.1599714344
474	0.1599659263
475	0.159910851
476	0.1598573573
477	0.1598251457
478	0.1597981436
479	0.1597446928
480	0.1597190904
481	0.1596840158
482	0.1596551362
483	0.1596475971
484	0.1596432213
485	0.1596120749
486	0.1596054922
487	0.1595765771
488	0.1595255642
489	0.1594744817
490	0.1594679881
491	0.1594327824
492	0.1593740102
493	0.1593276229
494	0.1593184341
495	0.1592800323
496	0.1592217201
497	0.1592136229
498	0.159180791
499	0.1591291338
500	0.1591133742
501	0.159108866
502	0.1590656376
503	0.1590370385
504	0.1589925682
505	0.158910678
506	0.1589051831
507	0.1588556678
508	0.158847966
509	0.1588040043
510	0.1587662038
511	0.158760943
512	0.1587273213
513	0.1587221694
514	0.1586873647
515	0.1586347976
516	0.1586266418
517	0.1586213107
518	0.1586152712
519	0.158583237
520	0.1585758616
521	0.1585340471
522	0.1585251309
523	0.15848798
524	0.1584821391
525	0.1584346553
526	0.1584298765
527	0.1583856958
528	0.158380805
529	0.1583707449
530	0.1583419639
531	0.158288683
532	0.158284283
533	0.1582147283
534	0.1582073985
535	0.1581448244
536	0.1581200973
537	0.1581141808
538	0.1580696802
539	0.1580404901
540	0.1579828111
541	0.1579573507
542	0.1579059211
543	0.1579003592
544	0.1578265146
545	0.1578195913
546	0.157809711
547	0.1577532064
548	0.1577474873
549	0.1577042997
550	0.1576992473
551	0.1576928351
552	0.1576438578
553	0.1575961591
554	0.1575892494
555	0.1575505983
556	0.1574716641
557	0.1574239954
558	0.1573829821
559	0.1573568066
560	0.1573100049
561	0.157256254
562	0.157250876
563	0.1572312624
564	0.1572259651
565	0.157220659
566	0.1572129528
567	0.1571786217
568	0.1571295259
569	0.1570664764
570	0.1569892769
571	0.1569417466
572	0.1569000599
573	0.1568566744
574	0.156827575
575	0.1567668687
576	0.156761951
577	0.1567060536
578	0.1566593105
579	0.1566121588
580	0.1565572461
581	0.15650243
582	0.1564540874
583	0.1564469116
584	0.1563978334
585	0.1563911023
586	0.1563497871
587	0.1563042306
588	0.1562577714
589	0.1561987542
590	0.1561532755
591	0.1560991944
592	0.1560931239
593	0.1560457749
594	0.1560398932
595	0.1559668503
596	0.1559230617
597	0.155878342
598	0.1558342331
599	0.1557911511
600	0.1557270309
601	0.1556815183
602	0.1556452067
603	0.1555897391
604	0.1555259812
605	0.1554703061
606	0.1554655722
607	0.1554214165
608	0.1553804332
609	0.1553370133
610	0.155331269
611	0.1552820234
612	0.1552245388
613	0.1551650363
614	0.1551096217
615	0.1551050449
616	0.1550973212
617	0.1550925975
618	0.1550569365
619	0.1550093738
620	0.1550047649
621	0.1549593593
622	0.1549157581
623	0.154857976
624	0.1548196007
625	0.1547615288
626	0.1547017947
627	0.1546410785
628	0.1545913964
629	0.1545868714
630	0.1545316403
631	0.1544804361
632	0.1544536879
633	0.154418834
634	0.1543555673
635	0.1543502433
636	0.1543178709
637	0.1542771235
638	0.154236175
639	0.154230953
640	0.1541743711
641	0.1541159034
642	0.1540780215
643	0.1540189981
644	0.153957976
645	0.1539204163
646	0.1538832348
647	0.1538401672
648	0.1537624792
649	0.1537289671
650	0.153678028
651	0.1536330738
652	0.1535865781
653	0.1535194328
654	0.1534651523
655	0.1534264481
656	0.1534221665
657	0.1533772498
658	0.1533703073
659	0.1533187029
660	0.1532743594
661	0.1532262214
662	0.1531835208
663	0.1531301214
664	0.1530842695
665	0.1530509438
666	0.1529958961
667	0.1529550782
668	0.1529175516
669	0.1528823069
670	0.152831848
671	0.1527695362
672	0.1527122952
673	0.1526550601
674	0.1526110502
675	0.1525602752
676	0.1525268486
677	0.1524839222
678	0.1524460503
679	0.1524418569
680	0.1523918455
681	0.1523439131
682	0.1522896211
683	0.1522308531
684	0.1521771539
685	0.1521294915
686	0.1520686946
687	0.1520068492
688	0.151942258
689	0.151938156
690	0.1518972577
691	0.1518357879
692	0.1517873178
693	0.1517574762
694	0.151717134
695	0.1516663529
696	0.1516079854
697	0.1515386208
698	0.1514937358
699	0.1514362419
700	0.1513928926
701	0.1513557072
702	0.1513106229
703	0.151267283
704	0.1512097923
705	0.1512049578
706	0.1511771026
707	0.1511374284
708	0.1510987961
709	0.1510423357
710	0.1509939166
711	0.1509432042
712	0.1508813073
713	0.1508403265
714	0.1508042683
715	0.1507558686
716	0.1507126841
717	0.1506626135
718	0.1506201479
719	0.150581416
720	0.1505553364
721	0.1505239014
722	0.1504659857
723	0.1504233846
724	0.1503803331
725	0.1503361527
726	0.150332265
727	0.1502932403
728	0.1502864787
729	0.1502371455
730	0.1501805253
731	0.1501506218
732	0.1501067238
733	0.1500701812
734	0.1500230993
735	0.1499614495
736	0.1498916916
737	0.1498411069
738	0.1497962049
739	0.1497641294
740	0.1496933211
741	0.1496437335
742	0.1495993279
743	0.1495380177
744	0.1494864207
745	0.1494826709
746	0.1494480896
747	0.149414156
748	0.1493570344
749	0.1493059186
750	0.1492713185
751	0.1492324219
752	0.1491813767
753	0.1491330004
754	0.1490906784
755	0.1490324551
756	0.1489869108
757	0.1489605091
758	0.1489209916
759	0.1488733801
760	0.1488094368
761	0.1487724687
762	0.1487387129
763	0.1487006151
764	0.1486612462
765	0.148618563
766	0.1486121779
767	0.1485585224
768	0.1485216391
769	0.1484670933
770	0.1484293367
771	0.1483729643
772	0.1483389079
773	0.1482969232
774	0.1482565573
775	0.1482221227
776	0.1481847091
777	0.1481120796
778	0.1480728112
779	0.1480483038
780	0.1480135753
781	0.148009878
782	0.1479614604
783	0.1479205933
784	0.1478596863
785	0.1478305901
786	0.1477840983
787	0.1477438602
788	0.1476970302
789	0.1476536941
790	0.1476080309
791	0.1475769731
792	0.1475202624
793	0.1474619597
794	0.1474215745
795	0.147387121
796	0.1473306871
797	0.1472905194
798	0.1472523421
799	0.147194726
800	0.1471611574
801	0.1471220279
802	0.1470925528
803	0.1470506702
804	0.1470220803
805	0.146967209
806	0.1469314915
807	0.1468836208
808	0.1468524507
809	0.1467940482
810	0.1467315491
811	0.1466764476
812	0.14662469
813	0.1465514764
814	0.1465060595
815	0.1464672701
816	0.1464193861
817	0.1463719486
818	0.146316762
819	0.1462805935
820	0.146254396
821	0.14621579
822	0.1461756273
823	0.1461318836
824	0.1460955731
825	0.1460647218
826	0.1460225141
827	0.1459895426
828	0.1459528622
829	0.1459076905
830	0.1458564855
831	0.1458101256
832	0.1457724666
833	0.1457350293
834	0.1456992317
835	0.1456570028
836	0.1456519226
837	0.1455896931
838	0.1455861608
839	0.1455437703
840	0.1455061186
841	0.1454615067
842	0.1454241455
843	0.1453799144
844	0.1453750785
845	0.1453369086
846	0.1453020111
847	0.1452637802
848	0.1452334026
849	0.1451894037
850	0.1451530742
851	0.1451028982
852	0.1450577084
853	0.1450221569
854	0.1449736059
855	0.1449296596
856	0.1448647133
857	0.1448044768
858	0.1447769685
859	0.144708449
860	0.144673652
861	0.1446418405
862	0.1446091895
863	0.1445487148
864	0.1445193323
865	0.1444851665
866	0.144426304
867	0.1443732612
868	0.1443289623
869	0.1442870106
870	0.1442463045
871	0.1442429225
872	0.1442028584
873	0.1441614642
874	0.1441284411
875	0.1440968656
876	0.1440563896
877	0.144053101
878	0.1440238075
879	0.1439893731
880	0.1439209167
881	0.1438804334
882	0.1438423553
883	0.1438010424
884	0.1437975815
885	0.1437452487
886	0.1436928814
887	0.1436595937
888	0.1436242939
889	0.1435735689
890	0.1435271221
891	0.1434798651
892	0.1434378622
893	0.1433932552
894	0.1433350823
895	0.1432875749
896	0.1432338702
897	0.1431876227
898	0.1431608809
899	0.1431277419
900	0.1430861818
901	0.1430591684
902	0.1430210241
903	0.1429836157
904	0.1429249561
905	0.1428812199
906	0.1428516948
907	0.1428322454
908	0.1427859561
909	0.1427518069
910	0.1427219175
911	0.1426844862
912	0.142632618
913	0.142604219
914	0.1425458895
915	0.1425015334
916	0.1424739111
917	0.1424326313
918	0.1423926905
919	0.1423593088
920	0.1423043777
921	0.1422659254
922	0.1422282996
923	0.1421777489
924	0.1421477011
925	0.1420980305
926	0.1420923353
927	0.1420669406
928	0.142038739
929	0.1420015431
930	0.141944409
931	0.1419045347
932	0.1418635489
933	0.1418279533
934	0.1417864039
935	0.1417209742
936	0.1416615487
937	0.141626324
938	0.1415970888
939	0.1415613037
940	0.1415285936
941	0.1414915728
942	0.1414631533
943	0.1414300363
944	0.1413882716
945	0.1413468871
946	0.1413176582
947	0.1413143683
948	0.1412765298
949	0.1412489925
950	0.1412223773
951	0.1411928032
952	0.1411495562
953	0.1411182799
954	0.1410605372
955	0.1410367539
956	0.1410027128
957	0.140959647
958	0.1409308641
959	0.1408983179
960	0.1408616988
961	0.1408115704
962	0.1407638201
963	0.140708425
964	0.1407049697
965	0.1406500163
966	0.1406184954
967	0.1405751862
968	0.1405361512
969	0.140508688
970	0.140454024
971	0.1404158364
972	0.1403856032
973	0.1403573773
974	0.1403193821
975	0.1402770657
976	0.140271515
977	0.1402415148
978	0.1401947785
979	0.1401544242
980	0.1401253149
981	0.140081705
982	0.1400374871
983	0.1399966929
984	0.1399565327
985	0.139921114
986	0.1398842983
987	0.1398591979
988	0.1398241755
989	0.1398013771
990	0.1397659754
991	0.1397238477
992	0.1396791992
993	0.1396354189
994	0.1396000091
995	0.1395561466
996	0.1395139818
997	0.139510182
998	0.1394589074
999	0.1394200255
1000	0.1393845219
1001	0.1393314182
1002	0.1393088429
1003	0.1392811698
1004	0.1392396928
1005	0.139209427
1006	0.1391656341
1007	0.1391286613
1008	0.139059152
1009	0.1390230613
1010	0.1390007167
1011	0.1389654044
1012	0.138920281
1013	0.1388610181
1014	0.1388139783
1015	0.1387870046
1016	0.1387443045
1017	0.1386838779
1018	0.1386454145
1019	0.13862497
1020	0.138566343
1021	0.1385611087
1022	0.1385222748
1023	0.1384935508
1024	0.1384437457
1025	0.1384090028
1026	0.1383720964
1027	0.138334615
1028	0.1382875222
1029	0.1382574536
1030	0.1382266648
1031	0.1382117799
1032	0.1381768183
1033	0.1381052258
1034	0.1380694062
1035	0.1380302798
1036	0.1379891197
1037	0.1379483467
1038	0.1379196906
1039	0.1378901136
1040	0.1378555053
1041	0.1378191314
1042	0.1377706029
1043	0.1377107241
1044	0.1376666145
1045	0.1376332343
1046	0.1375969589
1047	0.1375678611
1048	0.1375400316
1049	0.1374993837
1050	0.1374578351
1051	0.1374177806
1052	0.1373693504
1053	0.1373266129
1054	0.1372769107
1055	0.137220574
1056	0.1371998055
1057	0.1371604838
1058	0.1370923518
1059	0.1370583582
1060	0.1370277396
1061	0.1369856296
1062	0.1369644705
1063	0.1369558039
1064	0.1369025387
1065	0.1368623293
1066	0.13682089
1067	0.1367876477
1068	0.1367501666
1069	0.1367179914
1070	0.1367142587
1071	0.1366791795
1072	0.1366440182
1073	0.1366355323
1074	0.1366040332
1075	0.1365687271
1076	0.1365233426
1077	0.1364849151
1078	0.1364367068
1079	0.1364066231
1080	0.1363793475
1081	0.1363344658
1082	0.1362851112
1083	0.1362515516
1084	0.1362486204
1085	0.1361978043
1086	0.1361677146
1087	0.1361269413
1088	0.1360807298
1089	0.1360392277
1090	0.1360321338
1091	0.135998748
1092	0.135946545
1093	0.135905069
1094	0.1358717523
1095	0.1358348427
1096	0.1358084771
1097	0.1357819307
1098	0.1357359203
1099	0.135702416
1100	0.1356719349
1101	0.1356352313
1102	0.1355967725
1103	0.1355518752
1104	0.1355146244
1105	0.1354729131
1106	0.1354262446
1107	0.135388198
1108	0.1353557509
1109	0.135320918
1110	0.1353121565
1111	0.1352641677
1112	0.1352600417
1113	0.1352332254
1114	0.1352072894
1115	0.1351714837
1116	0.135154366
1117	0.1351061538
1118	0.1350711241
1119	0.1350661698
1120	0.1350448859
1121	0.1350104744
1122	0.1349858129
1123	0.1349442195
1124	0.1348910396
1125	0.1348414888
1126	0.1348197194
1127	0.1347937779
1128	0.1347579185
1129	0.1347281698
1130	0.1346948854
1131	0.134660313
1132	0.1346380562
1133	0.1346068965
1134	0.1345982055
1135	0.1345490931
1136	0.1345149729
1137	0.1344654384
1138	0.1344240595
1139	0.1343789993
1140	0.1343409426
1141	0.1343012904
1142	0.1342520632
1143	0.1342314701
1144	0.1341864004
1145	0.1341574749
1146	0.1341535426
1147	0.1341358707
1148	0.1341325025
1149	0.1340919472
1150	0.1340648361
1151	0.1340208031
1152	0.1339769593
1153	0.1339382959
1154	0.1339004008
1155	0.1338600072
1156	0.13382579
1157	0.1337724407
1158	0.1337221264
1159	0.1337188452
1160	0.1336871891
1161	0.1336794009
1162	0.1336477089
1163	0.1336131
1164	0.1335814551
1165	0.1335507738
1166	0.1335105214
1167	0.1334765103
1168	0.1334374362
1169	0.1333993013
1170	0.1333698925
1171	0.1333272123
1172	0.133302085
1173	0.1332636519
1174	0.1332348596
1175	0.1331954859
1176	0.1331636124
1177	0.1331276136
1178	0.133091603
1179	0.1330493087
1180	0.1330055716
1181	0.1329829194
1182	0.1329473154
1183	0.1329208639
1184	0.1328756686
1185	0.1328245192
1186	0.1328039469
1187	0.1327658388
1188	0.1327329417
1189	0.1327102356
1190	0.1326824167
1191	0.1326498564
1192	0.1326472144
1193	0.1326220118
1194	0.1325780781
1195	0.1325271939
1196	0.1324912365
1197	0.1324531103
1198	0.1324476807
1199	0.1324286928
1200	0.1323787458
1201	0.1323330279
1202	0.1323109383
1203	0.1322932937
1204	0.1322457337
1205	0.1321906869
1206	0.1321627263
1207	0.1321402695
1208	0.1321040652
1209	0.1320492699
1210	0.132044688
1211	0.1320015761
1212	0.131969328
1213	0.1319323292
1214	0.1319107555
1215	0.1318838847
1216	0.1318447501
1217	0.1318232614
1218	0.1317943788
1219	0.1317695497
1220	0.1317643512
1221	0.131723939
1222	0.1316767304
1223	0.1316741882
1224	0.1316300869
1225	0.1316013363
1226	0.1315875137
1227	0.1315597759
1228	0.1315233931
1229	0.1315070376
1230	0.1314667036
1231	0.1314223473
1232	0.13139504
1233	0.1313524821
1234	0.1313062997
1235	0.1312886382
1236	0.1312435026
1237	0.1312063333
1238	0.1311622911
1239	0.131138392
1240	0.1311052532
1241	0.1310553362
1242	0.1310211611
1243	0.1309740385
1244	0.1309256466
1245	0.1308798288
1246	0.1308530299
1247	0.1308109483
1248	0.1307758788
1249	0.130734585
1250	0.1306874553
1251	0.130659156
1252	0.1306131329
1253	0.1305751081
1254	0.1305450435
1255	0.1304996561
1256	0.1304644533
1257	0.1304181998
1258	0.1303823945
1259	0.1303279692
1260	0.1302836345
1261	0.1302339408
1262	0.1301971056
1263	0.1301553143
1264	0.1301213192
1265	0.130095437
1266	0.1300791481
1267	0.1300403379
1268	0.1300074437
1269	0.129978946
1270	0.1299512291
1271	0.1299426202
1272	0.1299103887
1273	0.1298710532
1274	0.129834373
1275	0.1298103638
1276	0.1297700914
1277	0.1297632654
1278	0.1297376128
1279	0.1296995518
1280	0.1296606552
1281	0.1296275391
1282	0.1296047762
1283	0.1295728858
1284	0.1295282199
1285	0.1294951622
1286	0.1294730359
1287	0.1294309978
1288	0.1293907786
1289	0.1293678031
1290	0.1293073844
1291	0.1292618354
1292	0.1292240071
1293	0.12919774
1294	0.1291723943
1295	0.1291303874
1296	0.1290949432
1297	0.1290905882
1298	0.1290613559
1299	0.129025578
1300	0.1290215931
1301	0.1289851934
1302	0.1289654064
1303	0.1289425869
1304	0.1289101195
1305	0.128886482
1306	0.1288318116
1307	0.1287988141
1308	0.1287670785
1309	0.1287223963
1310	0.1286932995
1311	0.128656237
1312	0.1286246184
1313	0.1285897435
1314	0.1285511071
1315	0.1285187108
1316	0.1284824281
1317	0.1284534416
1318	0.1284273989
1319	0.1283904316
1320	0.1283583048
1321	0.1283075195
1322	0.1282645555
1323	0.1282526576
1324	0.1282110975
1325	0.1281859408
1326	0.1281578068
1327	0.1281229164
1328	0.1280902694
1329	0.1280575054
1330	0.1280202868
1331	0.1279839702
1332	0.1279600115
1333	0.1279414097
1334	0.1279195842
1335	0.1278929236
1336	0.1278564725
1337	0.1278146452
1338	0.1277594263
1339	0.1277269029
1340	0.1277005632
1341	0.1276701031
1342	0.1276243276
1343	0.1275804969
1344	0.1275462238
1345	0.1275178335
1346	0.127479116
1347	0.1274212103
1348	0.1274171155
1349	0.1273758023
1350	0.1273570443
1351	0.1273315303
1352	0.12729755
1353	0.1272836197
1354	0.1272488588
1355	0.1272178463
1356	0.1271881914
1357	0.1271545482
1358	0.1271335125
1359	0.127111882
1360	0.1270859647
1361	0.1270277423
1362	0.1269891423
1363	0.1269851406
1364	0.126946901
1365	0.1269157387
1366	0.1269112558
1367	0.1268821942
1368	0.126855831
1369	0.1268026183
1370	0.1267651709
1371	0.1267307891
1372	0.1267016883
1373	0.1266947612
1374	0.1266470729
1375	0.1266091401
1376	0.1265687019
1377	0.1265410826
1378	0.1265159715
1379	0.1264808119
1380	0.1264492286
1381	0.1264026275
1382	0.1263737641
1383	0.126329937
1384	0.1262925739
1385	0.1262680629
1386	0.1262272772
1387	0.1261891332
1388	0.126165091
1389	0.1261327016
1390	0.1260920525
1391	0.1260724394
1392	0.1260322478
1393	0.1259898834
1394	0.125955066
1395	0.1259519193
1396	0.1259140563
1397	0.1258893752
1398	0.1258424297
1399	0.1258249157
1400	0.1257802229
1401	0.125732068
1402	0.1257125746
1403	0.1256847749
1404	0.1256534307
1405	0.1256223508
1406	0.1256094491
1407	0.1255951597
1408	0.1255494707
1409	0.1255191323
1410	0.1254793743
1411	0.1254454213
1412	0.1254075908
1413	0.1253738813
1414	0.1253422401
1415	0.1253226716
1416	0.1252820774
1417	0.1252456425
1418	0.1252375894
1419	0.1252059211
1420	0.1251908922
1421	0.1251446307
1422	0.1251145724
1423	0.1250738131
1424	0.1250303975
1425	0.1249783465
1426	0.1249420472
1427	0.1248948808
1428	0.124865044
1429	0.1248622147
1430	0.1248335809
1431	0.1248114757
1432	0.1247834469
1433	0.124753722
1434	0.1247228988
1435	0.1246960961
1436	0.1246658089
1437	0.1246367318
1438	0.1246132513
1439	0.124575593
1440	0.1245427443
1441	0.1245125971
1442	0.1244765828
1443	0.1244446239
1444	0.1244064053
1445	0.1243807574
1446	0.1243526708
1447	0.1243211283
1448	0.1242774634
1449	0.1242434039
1450	0.124214321
1451	0.1241871761
1452	0.1241643627
1453	0.1241321434
1454	0.1241139708
1455	0.1240811491
1456	0.1240499142
1457	0.1239984218
1458	0.1239700822
1459	0.1239326943
1460	0.1238981844
1461	0.1238565373
1462	0.1238253861
1463	0.1237972141
1464	0.1237532345
1465	0.1236930903
1466	0.1236648037
1467	0.1236370633
1468	0.1236144683
1469	0.1235698354
1470	0.1235288839
1471	0.1235091634
1472	0.1234833425
1473	0.1234564934
1474	0.1234213557
1475	0.1233920097
1476	0.1233627911
1477	0.1233357296
1478	0.1233192928
1479	0.1233008196
1480	0.1232860043
1481	0.1232444847
1482	0.1232188901
1483	0.1231789772
1484	0.1231524592
1485	0.1231308572
1486	0.1231017441
1487	0.1230713122
1488	0.123045565
1489	0.1230101086
1490	0.1230080491
1491	0.1230043087
1492	0.1229740397
1493	0.1229468341
1494	0.1229420624
1495	0.1228926606
1496	0.1228847556
1497	0.1228755343
1498	0.1228458728
1499	0.122810103
1500	0.1227732882
1501	0.122752501
1502	0.1227238712
1503	0.1226923278
1504	0.1226660784
1505	0.1226398145
1506	0.1226246797
1507	0.1225877284
1508	0.1225412365
1509	0.1225053545
1510	0.1224763536
1511	0.1224539117
1512	0.1224176235
1513	0.1224012405
1514	0.1223674445
